temperature,mixing_ratio,refresh_count,elapsed_time,growth_percentage,remaining_time
26.0,1:10:10,7,147,0,147
24.0,1:1:1,3,818,69,253
24.0,1:2:2,7,170,38,105
25.0,1:2:2,8,144,55,64
24.0,1:5:5,5,472,77,108
28.0,1:1:1,7,80,55,36
26.0,1:1:1,5,254,33,170
24.0,1:2:2,7,170,28,122
24.0,1:10:10,2,1743,23,1342
28.0,1:1:1,8,80,55,36
28.0,1:5:5,8,103,63,38
26.0,1:10:10,6,244,60,97
26.0,1:10:10,5,363,60,145
28.0,1:10:10,7,114,57,49
24.0,1:1:1,7,149,47,78
25.0,1:2:2,4,530,10,477
28.0,1:5:5,7,103,77,23
24.0,1:1:1,5,367,49,187
24.0,1:10:10,4,783,38,485
26.0,1:5:5,7,132,49,67
24.0,1:5:5,7,191,23,147
24.0,1:10:10,8,212,14,182
26.0,1:2:2,6,195,45,107
26.0,1:2:2,5,291,32,197
28.0,1:1:1,1,980,36,627
28.0,1:10:10,2,938,50,469
28.0,1:10:10,7,114,42,66
24.0,1:1:1,7,149,47,78
24.0,1:1:1,7,149,30,104
26.0,1:5:5,3,728,58,305
28.0,1:5:5,5,254,46,137
26.0,1:1:1,3,566,25,424
26.0,1:2:2,5,291,15,247
26.0,1:2:2,7,118,51,57
24.0,1:10:10,6,352,41,207
26.0,1:5:5,1,1620,25,1215
24.0,1:5:5,7,191,39,116
24.0,1:1:1,1,1820,57,782
25.0,1:10:10,6,298,53,140
28.0,1:2:2,3,503,104,-20
24.0,1:1:1,4,548,43,312
26.0,1:10:10,1,1800,58,756
24.0,1:10:10,2,1743,49,888
26.0,1:10:10,3,809,18,663
24.0,1:1:1,6,246,35,159
28.0,1:1:1,6,133,64,47
26.0,1:2:2,3,647,76,155
26.0,1:5:5,7,132,24,100
28.0,1:1:1,4,295,29,209
24.0,1:1:1,1,1820,1,1801
28.0,1:5:5,1,1260,59,516
28.0,1:2:2,4,337,84,53
25.0,1:10:10,4,663,63,245
25.0,1:2:2,2,1180,30,826
28.0,1:5:5,2,845,10,760
28.0,1:2:2,5,226,69,70
26.0,1:5:5,5,327,49,166
28.0,1:5:5,8,103,69,31
25.0,1:2:2,3,791,29,561
28.0,1:2:2,2,751,110,-75
26.0,1:5:5,7,132,66,44
28.0,1:5:5,2,845,38,523
26.0,1:1:1,7,103,55,46
28.0,1:1:1,5,198,92,15
26.0,1:10:10,6,244,31,168
25.0,1:5:5,5,400,60,160
25.0,1:10:10,1,2200,98,44
28.0,1:2:2,3,503,48,261
28.0,1:10:10,4,422,56,185
26.0,1:1:1,4,380,74,98
25.0,1:1:1,1,1540,20,1232
25.0,1:10:10,5,444,28,319
24.0,1:2:2,4,626,53,294
28.0,1:2:2,2,751,70,225
26.0,1:10:10,7,147,64,52
24.0,1:10:10,5,525,48,273
28.0,1:1:1,8,80,54,36
24.0,1:2:2,7,170,42,98
28.0,1:10:10,3,629,61,245
24.0,1:1:1,4,548,52,263
26.0,1:1:1,3,566,27,413
28.0,1:2:2,8,91,68,29
24.0,1:5:5,6,317,40,190
28.0,1:2:2,1,1120,56,492
26.0,1:10:10,3,809,30,566
26.0,1:2:2,6,195,65,68
28.0,1:10:10,1,1400,42,812
28.0,1:10:10,3,629,75,157
26.0,1:2:2,4,434,49,221
24.0,1:10:10,6,352,51,172
25.0,1:2:2,3,791,59,324
28.0,1:2:2,8,91,49,46
26.0,1:5:5,6,219,81,41
24.0,1:2:2,4,626,23,482
26.0,1:2:2,5,291,33,194
24.0,1:1:1,5,367,45,201
26.0,1:1:1,7,103,16,86
26.0,1:5:5,6,219,50,109
25.0,1:1:1,8,126,39,76
25.0,1:1:1,1,1540,68,492
26.0,1:2:2,6,195,34,128
28.0,1:10:10,2,938,55,422
26.0,1:10:10,7,147,25,110
24.0,1:2:2,3,935,38,579
25.0,1:1:1,8,126,48,65
24.0,1:10:10,6,352,10,316
28.0,1:10:10,8,114,85,17
25.0,1:10:10,7,180,25,135
24.0,1:5:5,4,705,38,437
28.0,1:2:2,4,337,63,124
28.0,1:10:10,4,422,37,265
25.0,1:2:2,5,355,25,266
28.0,1:1:1,7,80,61,31
28.0,1:5:5,3,566,62,215
24.0,1:10:10,4,783,31,540
24.0,1:5:5,4,705,31,486
26.0,1:1:1,8,103,11,91
25.0,1:2:2,8,144,45,79
28.0,1:1:1,5,198,38,122
25.0,1:10:10,1,2200,36,1408
28.0,1:5:5,6,171,62,64
25.0,1:2:2,7,144,25,108
24.0,1:1:1,8,149,61,58
25.0,1:1:1,1,1540,23,1185
28.0,1:2:2,5,226,40,135
24.0,1:2:2,8,170,36,108
25.0,1:2:2,6,238,45,130
24.0,1:10:10,5,525,40,315
24.0,1:5:5,1,2340,25,1755
24.0,1:10:10,4,783,42,454
24.0,1:5:5,7,191,39,116
28.0,1:2:2,1,1120,28,806
25.0,1:10:10,6,298,44,166
25.0,1:10:10,6,298,65,104
28.0,1:5:5,4,380,70,114
24.0,1:1:1,7,149,67,49
28.0,1:5:5,2,845,77,194
24.0,1:5:5,3,1051,16,882
26.0,1:2:2,7,118,54,54
26.0,1:5:5,5,327,8,300
28.0,1:2:2,6,152,73,41
28.0,1:1:1,7,80,35,52
25.0,1:2:2,3,791,42,458
26.0,1:10:10,8,147,65,51
26.0,1:1:1,8,103,17,85
25.0,1:1:1,7,126,9,114
25.0,1:1:1,6,208,56,91
26.0,1:10:10,4,542,60,216
25.0,1:2:2,5,355,6,333
28.0,1:10:10,1,1400,55,629
26.0,1:10:10,8,147,27,107
25.0,1:2:2,2,1180,79,247
28.0,1:10:10,1,1400,73,378
26.0,1:5:5,5,327,50,163
26.0,1:1:1,2,845,93,59
26.0,1:2:2,6,195,41,115
26.0,1:10:10,5,363,69,112
28.0,1:5:5,2,845,56,371
25.0,1:2:2,4,530,45,291
28.0,1:10:10,5,283,39,172
28.0,1:5:5,4,380,88,45
28.0,1:1:1,3,440,79,92
24.0,1:5:5,3,1051,28,756
25.0,1:1:1,7,126,50,63
24.0,1:10:10,6,352,45,193
24.0,1:5:5,8,191,55,85
24.0,1:10:10,2,1743,54,801
25.0,1:2:2,5,355,37,223
25.0,1:10:10,7,180,27,131
26.0,1:5:5,1,1620,57,696
24.0,1:1:1,1,1820,42,1055
24.0,1:1:1,7,149,33,99
26.0,1:1:1,4,380,24,288
24.0,1:5:5,1,2340,10,2106
24.0,1:1:1,4,548,26,405
28.0,1:10:10,6,189,39,115
24.0,1:5:5,1,2340,69,725
24.0,1:10:10,8,212,84,33
28.0,1:10:10,7,114,42,66
25.0,1:5:5,4,596,52,286
26.0,1:1:1,5,254,89,27
26.0,1:10:10,5,363,91,32
26.0,1:10:10,5,363,69,112
24.0,1:1:1,1,1820,60,728
28.0,1:1:1,2,657,19,532
26.0,1:10:10,5,363,66,123
25.0,1:1:1,8,126,58,52
24.0,1:1:1,4,548,80,109
24.0,1:1:1,6,246,29,174
26.0,1:2:2,3,647,78,142
26.0,1:5:5,2,1086,83,184
26.0,1:5:5,3,728,51,356
26.0,1:2:2,3,647,29,459
24.0,1:2:2,4,626,30,438
28.0,1:1:1,7,80,83,13
25.0,1:10:10,2,1475,57,634
24.0,1:10:10,2,1743,8,1603
24.0,1:2:2,8,170,74,44
28.0,1:2:2,1,1120,73,302
28.0,1:2:2,8,91,23,70
28.0,1:10:10,1,1400,25,1050
26.0,1:2:2,2,965,0,965
25.0,1:2:2,8,144,64,51
25.0,1:10:10,7,180,60,72
26.0,1:2:2,6,195,46,105
26.0,1:5:5,7,132,67,43
28.0,1:5:5,6,171,77,39
25.0,1:2:2,5,355,46,191
26.0,1:2:2,1,1440,62,547
26.0,1:1:1,5,254,56,111
28.0,1:5:5,2,845,45,464
28.0,1:10:10,7,114,80,22
24.0,1:2:2,3,935,57,402
24.0,1:5:5,2,1569,55,706
25.0,1:1:1,4,464,78,102
28.0,1:5:5,5,254,52,121
24.0,1:2:2,2,1394,38,864
28.0,1:10:10,7,114,57,49
24.0,1:5:5,8,191,19,154
26.0,1:2:2,4,434,52,208
26.0,1:5:5,7,132,81,25
25.0,1:5:5,6,268,61,104
24.0,1:1:1,6,246,36,157
24.0,1:1:1,5,367,58,154
28.0,1:5:5,7,103,39,62
26.0,1:10:10,1,1800,70,540
28.0,1:5:5,3,566,100,0
28.0,1:5:5,4,380,48,197
25.0,1:1:1,7,126,20,100
24.0,1:10:10,1,2600,46,1404
28.0,1:5:5,2,845,71,245
28.0,1:5:5,4,380,64,136
28.0,1:5:5,6,171,27,124
28.0,1:2:2,6,152,86,21
26.0,1:2:2,8,118,57,50
24.0,1:5:5,2,1569,41,925
25.0,1:1:1,2,1032,64,371
25.0,1:1:1,8,126,27,91
25.0,1:1:1,5,311,87,40
24.0,1:2:2,2,1394,27,1017
25.0,1:2:2,4,530,60,212
24.0,1:10:10,5,525,61,204
26.0,1:1:1,1,1260,23,970
24.0,1:10:10,5,525,20,420
25.0,1:5:5,6,268,52,128
28.0,1:1:1,4,295,24,224
26.0,1:5:5,8,132,49,67
24.0,1:1:1,5,367,31,253
28.0,1:10:10,6,189,27,137
26.0,1:1:1,5,254,70,76
26.0,1:5:5,8,132,94,7
28.0,1:1:1,8,80,52,38
28.0,1:2:2,1,1120,51,548
25.0,1:10:10,3,989,35,642
24.0,1:1:1,8,149,18,122
26.0,1:10:10,4,542,73,146
24.0,1:2:2,6,281,43,160
26.0,1:10:10,4,542,26,401
25.0,1:1:1,2,1032,52,495
26.0,1:5:5,7,132,0,132
25.0,1:2:2,3,791,56,348
25.0,1:2:2,3,791,23,609
25.0,1:1:1,1,1540,37,970
24.0,1:10:10,3,1168,65,408
25.0,1:10:10,3,989,84,158
26.0,1:2:2,8,118,61,46
25.0,1:5:5,4,596,74,154
24.0,1:1:1,8,149,36,95
26.0,1:10:10,3,809,75,202
25.0,1:10:10,4,663,39,404
26.0,1:5:5,4,488,43,278
28.0,1:5:5,8,103,67,33
28.0,1:10:10,3,629,39,383
24.0,1:10:10,8,212,17,175
25.0,1:2:2,7,144,50,72
28.0,1:1:1,6,133,65,46
26.0,1:10:10,4,542,15,460
28.0,1:5:5,7,103,54,47
25.0,1:5:5,2,1327,57,570
28.0,1:2:2,3,503,76,120
26.0,1:5:5,2,1086,35,705
26.0,1:10:10,8,147,64,52
28.0,1:1:1,5,198,73,53
28.0,1:2:2,6,152,73,41
26.0,1:5:5,8,132,28,95
26.0,1:2:2,5,291,23,224
28.0,1:2:2,8,91,77,20
24.0,1:10:10,6,352,48,183
28.0,1:2:2,1,1120,68,358
28.0,1:1:1,6,133,46,71
26.0,1:10:10,2,1207,96,48
24.0,1:1:1,6,246,89,27
28.0,1:5:5,6,171,38,106
24.0,1:1:1,5,367,40,220
28.0,1:10:10,1,1400,52,672
28.0,1:1:1,7,80,43,45
28.0,1:1:1,6,133,35,86
28.0,1:10:10,2,938,80,187
26.0,1:5:5,4,488,49,248
28.0,1:1:1,6,133,69,41
25.0,1:10:10,8,180,85,27
24.0,1:5:5,8,191,14,164
26.0,1:2:2,8,118,35,76
25.0,1:1:1,2,1032,34,681
28.0,1:2:2,3,503,58,211
26.0,1:2:2,6,195,44,109
26.0,1:10:10,1,1800,63,666
26.0,1:5:5,5,327,43,186
24.0,1:10:10,4,783,20,626
24.0,1:2:2,2,1394,19,1129
28.0,1:1:1,3,440,86,61
24.0,1:1:1,8,149,12,131
26.0,1:10:10,8,147,36,94
24.0,1:1:1,5,367,9,333
26.0,1:2:2,8,118,16,99
26.0,1:5:5,1,1620,70,486
24.0,1:10:10,3,1168,19,946
28.0,1:2:2,8,91,44,50
26.0,1:5:5,1,1620,62,615
25.0,1:1:1,8,126,60,50
24.0,1:10:10,2,1743,50,871
28.0,1:10:10,8,114,79,23
28.0,1:1:1,4,295,66,100
28.0,1:5:5,2,845,98,16
26.0,1:2:2,5,291,66,98
28.0,1:5:5,1,1260,75,315
26.0,1:10:10,7,147,79,30
28.0,1:10:10,3,629,35,408
24.0,1:1:1,6,246,65,86
24.0,1:5:5,7,191,44,106
26.0,1:1:1,6,171,34,112
26.0,1:2:2,1,1440,51,705
26.0,1:2:2,3,647,28,465
26.0,1:5:5,4,488,44,273
26.0,1:2:2,4,434,47,230
24.0,1:2:2,1,2080,52,998
24.0,1:5:5,2,1569,33,1051
28.0,1:2:2,6,152,70,45
28.0,1:1:1,5,198,34,130
25.0,1:1:1,5,311,36,199
24.0,1:2:2,4,626,41,369
26.0,1:5:5,1,1620,60,648
28.0,1:10:10,4,422,28,303
25.0,1:2:2,8,144,5,136
26.0,1:2:2,8,118,33,79
26.0,1:2:2,4,434,50,217
28.0,1:2:2,2,751,56,330
24.0,1:2:2,4,626,45,344
25.0,1:2:2,8,144,54,66
26.0,1:10:10,4,542,54,249
26.0,1:1:1,3,566,39,345
24.0,1:1:1,7,149,44,83
28.0,1:1:1,4,295,48,153
28.0,1:2:2,4,337,77,77
24.0,1:10:10,5,525,20,420
24.0,1:1:1,7,149,62,56
28.0,1:2:2,1,1120,41,660
26.0,1:10:10,6,244,84,39
26.0,1:5:5,1,1620,72,453
24.0,1:2:2,5,420,62,159
28.0,1:2:2,1,1120,84,179
24.0,1:10:10,3,1168,85,175
28.0,1:10:10,7,114,61,44
24.0,1:1:1,6,246,45,135
24.0,1:5:5,6,317,64,114
25.0,1:5:5,7,162,95,8
26.0,1:2:2,6,195,36,124
28.0,1:2:2,4,337,72,94
26.0,1:5:5,6,219,51,107
25.0,1:1:1,6,208,36,133
26.0,1:1:1,8,103,52,49
26.0,1:2:2,7,118,39,71
28.0,1:2:2,5,226,71,65
28.0,1:2:2,1,1120,45,616
24.0,1:10:10,7,212,23,163
26.0,1:10:10,3,809,32,550
24.0,1:10:10,4,783,12,689
28.0,1:2:2,5,226,86,31
25.0,1:2:2,4,530,33,355
24.0,1:1:1,3,818,72,229
24.0,1:5:5,8,191,59,78
26.0,1:1:1,3,566,36,362
28.0,1:10:10,6,189,41,111
25.0,1:10:10,7,180,21,142
25.0,1:2:2,4,530,14,455
28.0,1:5:5,7,103,39,62
25.0,1:2:2,6,238,75,59
25.0,1:1:1,5,311,23,239
25.0,1:1:1,2,1032,66,350
24.0,1:2:2,7,170,45,93
28.0,1:1:1,6,133,83,22
25.0,1:5:5,4,596,49,303
28.0,1:10:10,1,1400,55,629
26.0,1:5:5,2,1086,62,412
25.0,1:2:2,2,1180,29,837
25.0,1:5:5,1,1980,36,1267
25.0,1:1:1,8,126,40,75
25.0,1:5:5,1,1980,35,1287
26.0,1:2:2,4,434,47,230
25.0,1:10:10,8,180,36,115
25.0,1:10:10,2,1475,89,162
24.0,1:2:2,5,420,69,130
25.0,1:2:2,7,144,52,69
24.0,1:1:1,5,367,27,267
28.0,1:1:1,5,198,50,99
28.0,1:1:1,4,295,69,91
25.0,1:1:1,5,311,49,158
25.0,1:2:2,6,238,17,197
26.0,1:10:10,1,1800,38,1116
24.0,1:1:1,3,818,67,269
28.0,1:2:2,1,1120,65,392
26.0,1:10:10,5,363,27,264
24.0,1:5:5,2,1569,60,627
26.0,1:1:1,3,566,53,266
28.0,1:2:2,3,503,74,130
28.0,1:10:10,1,1400,46,756
26.0,1:2:2,2,965,55,434
24.0,1:5:5,8,191,46,103
24.0,1:10:10,4,783,0,783
25.0,1:10:10,2,1475,59,604
26.0,1:2:2,5,291,54,133
28.0,1:5:5,2,845,57,363
24.0,1:2:2,4,626,45,344
26.0,1:5:5,1,1620,31,1117
25.0,1:1:1,4,464,54,213
26.0,1:1:1,4,380,77,87
25.0,1:1:1,3,692,12,608
24.0,1:5:5,2,1569,5,1490
25.0,1:5:5,4,596,14,512
25.0,1:5:5,7,162,9,147
24.0,1:1:1,4,548,34,361
24.0,1:2:2,4,626,-8,676
26.0,1:5:5,1,1620,29,1150
25.0,1:10:10,1,2200,56,967
26.0,1:2:2,6,195,34,128
24.0,1:2:2,3,935,41,551
26.0,1:5:5,1,1620,68,518
28.0,1:5:5,1,1260,60,504
28.0,1:5:5,3,566,31,390
24.0,1:2:2,6,281,39,171
25.0,1:2:2,6,238,72,66
24.0,1:1:1,6,246,17,204
25.0,1:1:1,6,208,45,114
24.0,1:5:5,4,705,43,401
28.0,1:2:2,5,226,46,122
24.0,1:2:2,2,1394,25,1045
24.0,1:2:2,4,626,56,275
28.0,1:10:10,1,1400,39,854
28.0,1:10:10,3,629,64,226
26.0,1:5:5,4,488,67,161
26.0,1:2:2,8,118,40,70
26.0,1:5:5,5,327,22,255
26.0,1:10:10,6,244,82,43
28.0,1:10:10,4,422,85,63
26.0,1:2:2,8,118,51,57
25.0,1:2:2,7,144,61,56
28.0,1:1:1,2,657,63,243
28.0,1:2:2,3,503,67,165
25.0,1:10:10,3,989,78,217
25.0,1:2:2,1,1760,53,827
24.0,1:1:1,3,818,27,597
26.0,1:1:1,4,380,75,95
26.0,1:5:5,8,132,67,43
26.0,1:10:10,6,244,33,163
28.0,1:2:2,1,1120,77,257
26.0,1:2:2,1,1440,61,561
26.0,1:5:5,2,1086,30,760
28.0,1:2:2,7,91,58,38
28.0,1:1:1,5,198,50,99
28.0,1:1:1,2,657,47,348
25.0,1:10:10,1,2200,48,1144
28.0,1:1:1,3,440,61,171
28.0,1:2:2,8,91,57,39
24.0,1:1:1,6,246,53,115
28.0,1:1:1,5,198,68,63
26.0,1:5:5,4,488,65,170
28.0,1:10:10,2,938,45,515
25.0,1:1:1,4,464,14,399
26.0,1:2:2,5,291,37,183
28.0,1:2:2,3,503,76,120
25.0,1:10:10,8,180,25,135
26.0,1:10:10,2,1207,56,531
24.0,1:5:5,2,1569,49,800
28.0,1:2:2,4,337,86,47
24.0,1:2:2,6,281,57,120
28.0,1:5:5,3,566,22,441
24.0,1:10:10,2,1743,67,575
28.0,1:5:5,7,103,74,26
25.0,1:1:1,4,464,80,92
25.0,1:1:1,1,1540,38,954
28.0,1:10:10,8,114,83,19
26.0,1:5:5,2,1086,74,282
26.0,1:10:10,4,542,43,308
24.0,1:1:1,1,1820,44,1019
24.0,1:2:2,4,626,25,469
26.0,1:1:1,6,171,84,27
25.0,1:5:5,7,162,54,74
25.0,1:1:1,6,208,8,191
26.0,1:2:2,5,291,45,160
24.0,1:1:1,1,1820,78,400
25.0,1:2:2,7,144,63,53
24.0,1:1:1,6,246,35,159
24.0,1:10:10,3,1168,38,724
28.0,1:2:2,2,751,72,210
25.0,1:2:2,4,530,83,90
24.0,1:5:5,1,2340,68,748
28.0,1:2:2,6,152,51,74
24.0,1:10:10,2,1743,50,871
28.0,1:10:10,3,629,61,245
28.0,1:1:1,2,657,43,374
28.0,1:5:5,8,103,48,53
24.0,1:10:10,6,352,55,158
24.0,1:2:2,5,420,53,197
24.0,1:2:2,4,626,48,325
24.0,1:5:5,6,317,52,152
26.0,1:10:10,5,363,45,199
26.0,1:2:2,1,1440,61,561
25.0,1:10:10,8,180,12,158
26.0,1:1:1,8,103,72,28
25.0,1:10:10,3,989,26,731
25.0,1:2:2,4,530,48,275
24.0,1:10:10,3,1168,34,770
24.0,1:1:1,1,1820,51,891
28.0,1:1:1,5,198,34,130
28.0,1:10:10,2,938,73,253
26.0,1:1:1,1,1260,35,819
24.0,1:1:1,7,149,60,59
28.0,1:2:2,7,91,57,39
25.0,1:2:2,1,1760,60,704
24.0,1:10:10,7,212,50,106
28.0,1:1:1,8,80,79,16
28.0,1:10:10,4,422,38,261
25.0,1:10:10,2,1475,45,811
25.0,1:1:1,7,126,51,61
25.0,1:10:10,2,1475,65,516
28.0,1:10:10,4,422,83,71
26.0,1:1:1,1,1260,31,869
28.0,1:5:5,5,254,73,68
25.0,1:2:2,8,144,64,51
25.0,1:10:10,4,663,62,251
25.0,1:1:1,6,208,80,41
24.0,1:2:2,3,935,64,336
26.0,1:5:5,1,1620,55,728
24.0,1:5:5,4,705,-7,754
25.0,1:5:5,7,162,37,102
26.0,1:5:5,4,488,86,68
25.0,1:5:5,1,1980,67,653
26.0,1:2:2,8,118,47,62
26.0,1:10:10,8,147,19,119
25.0,1:5:5,1,1980,61,772
26.0,1:1:1,6,171,52,82
28.0,1:1:1,1,980,69,303
24.0,1:1:1,5,367,24,278
28.0,1:5:5,7,103,45,56
28.0,1:2:2,3,503,71,145
26.0,1:5:5,7,132,58,55
26.0,1:10:10,4,542,46,292
28.0,1:1:1,3,440,75,110
25.0,1:5:5,2,1327,82,238
26.0,1:5:5,3,728,79,152
24.0,1:1:1,6,246,-1,248
25.0,1:2:2,2,1180,46,637
26.0,1:5:5,8,132,50,66
24.0,1:1:1,7,149,13,129
28.0,1:1:1,5,198,67,65
24.0,1:5:5,8,191,52,91
25.0,1:10:10,3,989,53,464
26.0,1:1:1,1,1260,59,516
25.0,1:1:1,1,1540,57,662
28.0,1:1:1,3,440,78,96
26.0,1:5:5,6,219,20,175
28.0,1:1:1,3,440,61,171
24.0,1:10:10,5,525,36,336
28.0,1:5:5,5,254,81,48
28.0,1:2:2,2,751,10,675
24.0,1:2:2,8,170,74,44
26.0,1:1:1,2,845,55,380
28.0,1:5:5,7,103,28,74
28.0,1:1:1,4,295,54,135
25.0,1:5:5,7,162,33,108
26.0,1:10:10,2,1207,42,700
26.0,1:5:5,3,728,57,313
28.0,1:1:1,4,295,55,132
26.0,1:10:10,7,147,40,88
25.0,1:2:2,1,1760,79,369
25.0,1:10:10,3,989,55,445
26.0,1:10:10,8,147,34,97
28.0,1:10:10,1,1400,28,1008
24.0,1:1:1,4,548,28,394
24.0,1:2:2,4,626,34,413
26.0,1:1:1,6,171,99,1
25.0,1:10:10,6,298,60,119
26.0,1:5:5,2,1086,9,988
24.0,1:2:2,1,2080,5,1976
26.0,1:5:5,1,1620,59,664
25.0,1:2:2,7,144,73,38
26.0,1:10:10,5,363,66,123
28.0,1:10:10,3,629,42,364
25.0,1:10:10,8,180,88,21
24.0,1:5:5,4,705,39,430
24.0,1:2:2,8,170,18,139
28.0,1:2:2,8,91,56,40
24.0,1:2:2,8,170,31,117
26.0,1:1:1,4,380,37,239
28.0,1:10:10,2,938,56,412
26.0,1:10:10,1,1800,48,936
26.0,1:5:5,5,327,74,85
25.0,1:10:10,4,663,100,0
28.0,1:10:10,6,189,44,105
28.0,1:5:5,1,1260,57,541
24.0,1:5:5,2,1569,18,1286
28.0,1:5:5,8,103,49,52
24.0,1:10:10,7,212,40,127
24.0,1:2:2,8,170,37,107
28.0,1:5:5,1,1260,81,239
24.0,1:1:1,6,246,61,95
26.0,1:2:2,7,118,45,64
25.0,1:5:5,8,162,14,139
28.0,1:5:5,2,845,19,684
28.0,1:1:1,7,80,53,37
26.0,1:5:5,7,132,64,47
28.0,1:10:10,7,114,34,75
24.0,1:10:10,1,2600,33,1741
28.0,1:2:2,8,91,58,38
28.0,1:1:1,5,198,42,114
24.0,1:5:5,3,1051,56,462
26.0,1:5:5,8,132,30,92
28.0,1:5:5,2,845,70,253
28.0,1:5:5,8,103,58,43
26.0,1:5:5,8,132,66,44
24.0,1:2:2,7,170,-10,187
28.0,1:5:5,2,845,60,338
28.0,1:1:1,5,198,98,3
25.0,1:5:5,7,162,30,113
24.0,1:1:1,8,149,24,113
25.0,1:1:1,5,311,90,31
25.0,1:1:1,1,1540,43,877
28.0,1:10:10,4,422,86,59
26.0,1:5:5,3,728,14,626
25.0,1:10:10,5,444,45,244
28.0,1:1:1,1,980,46,529
26.0,1:5:5,4,488,50,244
26.0,1:10:10,3,809,14,695
25.0,1:1:1,7,126,57,54
26.0,1:1:1,1,1260,38,781
28.0,1:2:2,2,751,70,225
28.0,1:2:2,2,751,55,337
28.0,1:1:1,2,657,67,216
25.0,1:5:5,7,162,44,90
26.0,1:1:1,4,380,52,182
24.0,1:1:1,3,818,1,809
25.0,1:10:10,3,989,46,534
25.0,1:10:10,3,989,40,593
25.0,1:5:5,5,400,49,204
28.0,1:2:2,3,503,96,20
28.0,1:1:1,2,657,85,98
28.0,1:2:2,2,751,68,240
26.0,1:5:5,1,1620,65,567
24.0,1:1:1,8,149,63,55
24.0,1:2:2,7,170,42,98
26.0,1:5:5,7,132,56,58
25.0,1:5:5,5,400,12,352
24.0,1:5:5,7,191,59,78
28.0,1:1:1,4,295,50,147
26.0,1:10:10,3,809,37,509
28.0,1:5:5,3,566,46,305
24.0,1:2:2,1,2080,35,1352
25.0,1:5:5,4,596,16,500
24.0,1:1:1,8,149,26,110
24.0,1:1:1,8,149,37,93
28.0,1:10:10,5,283,73,76
26.0,1:1:1,7,103,76,24
25.0,1:2:2,8,144,43,82
24.0,1:2:2,2,1394,28,1003
28.0,1:1:1,2,657,78,144
25.0,1:10:10,2,1475,22,1150
26.0,1:5:5,4,488,26,361
26.0,1:1:1,2,845,35,549
25.0,1:2:2,1,1760,18,1443
25.0,1:1:1,2,1032,43,588
28.0,1:2:2,7,91,69,28
25.0,1:10:10,4,663,37,417
25.0,1:10:10,1,2200,32,1495
28.0,1:1:1,3,440,90,43
28.0,1:2:2,6,152,84,24
28.0,1:5:5,6,171,47,90
26.0,1:10:10,1,1800,52,864
24.0,1:2:2,6,281,-1,283
28.0,1:2:2,8,91,46,49
28.0,1:1:1,4,295,61,115
26.0,1:5:5,4,488,59,200
26.0,1:5:5,7,132,39,80
28.0,1:2:2,3,503,63,186
28.0,1:2:2,1,1120,68,358
25.0,1:1:1,3,692,68,221
24.0,1:5:5,3,1051,34,693
24.0,1:10:10,4,783,44,438
28.0,1:5:5,5,254,87,33
24.0,1:10:10,4,783,39,477
28.0,1:2:2,2,751,40,450
28.0,1:10:10,8,114,26,84
28.0,1:10:10,1,1400,61,546
26.0,1:5:5,1,1620,57,696
25.0,1:5:5,7,162,55,72
26.0,1:2:2,8,118,75,29
26.0,1:1:1,7,103,62,39
24.0,1:10:10,4,783,41,461
28.0,1:10:10,4,422,17,350
26.0,1:5:5,4,488,69,151
26.0,1:2:2,3,647,46,349
25.0,1:2:2,5,355,14,305
24.0,1:2:2,6,281,64,101
26.0,1:2:2,4,434,34,286
24.0,1:10:10,4,783,64,281
26.0,1:5:5,2,1086,67,358
26.0,1:10:10,7,147,19,119
28.0,1:10:10,6,189,83,32
26.0,1:5:5,3,728,61,283
26.0,1:1:1,6,171,52,82
25.0,1:10:10,7,180,62,68
25.0,1:2:2,2,1180,42,684
25.0,1:2:2,5,355,55,159
24.0,1:1:1,7,149,18,122
24.0,1:1:1,6,246,78,54
28.0,1:5:5,8,103,63,38
24.0,1:10:10,7,212,38,131
25.0,1:5:5,6,268,37,168
28.0,1:1:1,3,440,56,193
25.0,1:1:1,6,208,21,164
28.0,1:5:5,3,566,43,322
26.0,1:5:5,5,327,66,111
25.0,1:1:1,3,692,52,332
25.0,1:2:2,3,791,76,189
28.0,1:1:1,4,295,91,26
26.0,1:5:5,2,1086,64,390
28.0,1:2:2,5,226,106,-13
25.0,1:1:1,4,464,32,315
26.0,1:2:2,1,1440,35,936
24.0,1:10:10,5,525,41,309
24.0,1:2:2,7,170,28,122
26.0,1:5:5,1,1620,53,761
25.0,1:1:1,7,126,70,37
24.0,1:1:1,5,367,54,168
28.0,1:1:1,4,295,52,141
28.0,1:10:10,7,114,69,35
25.0,1:5:5,6,268,54,123
25.0,1:10:10,3,989,53,464
24.0,1:2:2,5,420,41,247
28.0,1:5:5,2,845,49,430
28.0,1:1:1,8,80,47,42
24.0,1:5:5,2,1569,61,611
24.0,1:5:5,5,472,48,245
28.0,1:10:10,1,1400,68,447
28.0,1:1:1,1,980,82,176
24.0,1:5:5,1,2340,14,2012
25.0,1:5:5,5,400,66,136
26.0,1:2:2,7,118,5,112
26.0,1:5:5,7,132,46,71
25.0,1:2:2,1,1760,36,1126
28.0,1:5:5,8,103,62,39
28.0,1:1:1,7,80,60,32
26.0,1:1:1,8,103,28,74
25.0,1:2:2,3,791,33,529
25.0,1:2:2,8,144,35,93
